,ra_bench,ra_sorcha,dec_bench,dec_sorcha,vlam_bench,vlam_sorcha,vbeta_bench,vbeta_sorcha,mag_bench,mag_sorcha,H,e,P_vdp_bench,P_vdp_sorcha,P_d2_bench,P_d2_sorcha,sky_sep_deg,dv_deg_day,dmag,dP_vdp,dP_d2
S0000mYfa,287.5155,287.598,-9.0624,-9.1226,0.7254,0.6897,-0.6439,-0.6347,23.6583,23.948,23.586,0.7145,1.0,1.0,1.0,1.0,0.1013,0.0369,0.2897,0.0,0.0
S0000lOTa,298.0284,297.8939,-16.0959,-16.3601,-0.859,-0.8728,-1.1793,-1.1659,23.8499,23.9849,23.522,0.2898,1.0,1.0,1.0,1.0,0.294,0.0192,0.1349,0.0,0.0
S0000lyGa,311.5701,311.3416,-17.6727,-17.3829,-0.574,-0.6014,1.5346,1.5348,22.3037,22.8676,23.507,0.2841,1.0,1.0,0.98,0.98,0.3624,0.0275,0.5639,0.0,0.0
S0000eFWa,263.2202,263.1732,-36.7445,-36.7083,-0.3111,-0.3246,0.2757,0.2832,24.4536,24.0868,23.03,0.5909,1.0,1.0,1.0,1.0,0.0523,0.0155,-0.3668,0.0,0.0
S0000dNSa,309.1903,308.7972,-34.1972,-34.2014,-1.4875,-1.5136,0.3655,0.3847,23.1519,23.7803,22.954,0.8185,1.0,1.0,1.0,1.0,0.3251,0.0324,0.6284,0.0,0.0
S0000dria,355.9819,355.8219,-14.1272,-14.1707,-0.589,-0.6082,0.0826,0.0924,23.7562,23.8598,22.921,0.5276,1.0,1.0,1.0,1.0,0.1612,0.0216,0.1037,0.0,0.0
S0000ayXa,325.3153,325.2404,-5.0891,-5.0915,-0.4236,-0.4372,0.1324,0.1366,24.4326,24.4008,22.622,0.4593,1.0,1.0,1.0,1.0,0.0746,0.0142,-0.0319,0.0,0.0
S0000a2Da,341.5372,341.3683,-3.8529,-3.9758,-0.7389,-0.7803,-0.1977,-0.1867,21.659,21.9415,22.559,0.515,1.0,1.0,1.0,1.0,0.2085,0.0428,0.2825,0.0,0.0
S00009Oya,285.7851,285.8047,-55.0048,-55.0038,0.7304,0.7009,-0.0181,-0.0208,23.3476,23.4253,22.531,0.565,1.0,1.0,1.0,1.0,0.0113,0.0296,0.0777,0.0,0.0
S00007MBa,347.5693,347.4286,-5.9303,-5.9765,-0.5385,-0.561,0.0401,0.0476,23.4698,23.7566,22.243,0.8385,1.0,1.0,1.0,1.0,0.1474,0.0237,0.2868,0.0,0.0
S00006RIa,261.2518,261.2094,-16.4573,-16.3978,-0.6609,-0.6793,0.8725,0.8729,23.4067,23.6793,22.087,0.6159,1.0,1.0,1.0,1.0,0.0721,0.0184,0.2726,0.0,0.0
S00005Xqa,46.7751,46.8692,-9.5737,-9.8445,0.0254,0.0034,-0.8119,-0.8087,23.8744,24.0756,21.911,0.3378,1.0,1.0,0.98,0.99,0.2863,0.0223,0.2012,0.0,0.01
S0000fw9a,51.8839,52.2926,-2.6807,-2.4807,1.3477,1.3041,0.2414,0.2578,22.7931,23.2259,23.099,0.2354,1.0,1.0,1.0,1.0,0.4545,0.0465,0.4329,0.0,0.0
S00009Hya,337.9175,337.9319,-11.8204,-11.8162,0.122,0.0793,-0.0135,0.0003,20.7052,20.711,22.516,0.4224,1.0,1.0,1.0,1.0,0.0147,0.0449,0.0058,0.0,0.0
S0000iLRa,5.7744,5.6663,-46.9064,-47.1407,-0.641,-0.6624,-0.3967,-0.3647,23.6074,23.7418,23.335,0.1633,1.0,1.0,0.99,1.0,0.2457,0.0385,0.1344,0.0,0.01
S00004Ria,252.0089,252.0696,-38.625,-38.5975,0.6679,0.6377,0.4622,0.472,21.9235,22.0715,21.659,0.6063,1.0,1.0,0.93,0.94,0.0549,0.0317,0.148,0.0,0.01
S0000Hbea,307.9948,308.0783,-11.6026,-11.9383,0.0304,-0.0259,-2.2744,-2.2289,22.4852,23.4155,24.369,0.5121,0.0,0.0,1.0,1.0,0.3456,0.0724,0.9303,0.0,0.0
S0000M0oa,13.1963,13.4061,-40.3896,-40.1686,0.8983,0.852,0.2599,0.3152,23.1031,23.1375,24.5,0.4886,1.0,1.0,1.0,1.0,0.2728,0.0721,0.0343,0.0,0.0
S0000STJa,281.2836,281.4489,-28.9012,-28.7693,0.7903,0.7684,0.5701,0.5909,23.9611,23.9481,24.667,0.5664,1.0,1.0,1.0,1.0,0.1959,0.0302,-0.0131,0.0,0.0
S00000bUa,348.2212,348.134,-9.0471,-9.0839,-0.3482,-0.3548,-0.0025,0.0003,22.0102,22.0563,17.651,0.8088,1.0,1.0,1.0,1.0,0.0937,0.0071,0.0462,0.0,0.0
S00001cma,258.6057,258.629,-32.4681,-32.4223,0.2834,0.2643,0.767,0.7677,21.384,21.5487,19.922,0.7683,1.0,1.0,0.95,0.96,0.0499,0.019,0.1647,0.0,0.01
S00002j8a,341.5374,341.4561,1.6364,1.5844,-0.3641,-0.3759,-0.0692,-0.0659,23.3499,23.4577,20.735,0.4745,1.0,1.0,0.99,1.0,0.0965,0.0123,0.1077,0.0,0.01
S00006hDa,337.4286,337.3467,-14.4453,-14.5358,-0.6476,-0.6786,-0.345,-0.3367,21.2285,21.4235,21.978,0.335,1.0,1.0,1.0,1.0,0.1203,0.0321,0.195,-0.0,0.0
S0000pqqa,314.1395,314.1103,-0.1005,-0.104,-0.1598,-0.1793,0.0249,0.0299,24.4902,24.3035,23.712,0.3806,0.0018,0.0017,0.02,0.01,0.0295,0.0202,-0.1867,-0.0,-0.01
S00008Wga,9.1221,9.0764,-35.2756,-35.6906,-0.7139,-0.7378,-0.8996,-0.8615,22.5232,22.7165,22.415,0.4167,1.0,1.0,0.99,0.99,0.4167,0.0449,0.1932,0.0,0.0
S0000d0ra,3.8696,3.8852,-2.6074,-2.6417,0.0138,-0.0057,-0.1234,-0.117,24.2184,24.2967,22.88,0.5632,0.0007,0.0007,0.23,0.07,0.0377,0.0206,0.0783,-0.0,-0.16
S0000eVva,250.081,250.2207,-50.9158,-50.911,1.3444,1.3073,0.2334,0.2488,23.1081,23.3485,23.051,0.4744,1.0,1.0,1.0,1.0,0.0882,0.0403,0.2403,0.0,0.0
S0000hcta,48.7486,49.0328,-2.0025,-1.9277,0.88,0.851,-0.0203,-0.0118,24.1442,24.1305,23.227,0.5668,1.0,1.0,0.99,1.0,0.2937,0.0302,-0.0137,0.0,0.01
S0000iv5a,315.9719,315.8003,-6.2602,-6.342,-1.097,-1.1187,-0.1726,-0.168,24.1226,24.3993,23.317,0.8488,1.0,1.0,1.0,1.0,0.1892,0.0221,0.2767,0.0,0.0
S0000n0ua,32.8801,32.6041,-12.0994,-12.063,-0.7399,-0.7765,0.3836,0.3972,23.9833,24.2171,23.588,0.4801,1.0,1.0,1.0,1.0,0.2723,0.0391,0.2338,0.0,0.0
S0000Amda,10.9842,10.7328,-10.1343,-10.1809,-0.7588,-0.8186,0.1709,0.1976,22.703,22.933,24.156,0.2401,1.0,1.0,1.0,1.0,0.2518,0.0654,0.2299,0.0,0.0
S0000o5xa,331.2266,331.147,-6.9278,-6.9668,-0.5187,-0.5447,-0.0604,-0.0509,23.0129,23.1248,23.645,0.3318,1.0,1.0,1.0,1.0,0.0881,0.0277,0.1119,0.0,0.0
S000073Sa,291.4136,291.2865,-26.7476,-26.7917,-0.5538,-0.5649,-0.1344,-0.1255,23.319,23.3691,22.122,0.6159,1.0,1.0,1.0,1.0,0.1218,0.0142,0.0501,0.0,0.0
S00004Pxa,350.9267,350.844,-4.6684,-4.6852,-0.315,-0.3286,0.0636,0.0689,23.8613,23.8709,21.651,0.2449,1.0,1.0,0.89,0.99,0.0841,0.0146,0.0096,0.0,0.1
S0000obRa,307.6662,307.4833,-23.0733,-22.9191,-0.5504,-0.5739,0.8677,0.8834,23.3817,23.7148,23.65,0.3753,1.0,1.0,0.98,0.99,0.2283,0.0282,0.3331,0.0,0.01
S0000yWaa,32.777,32.4196,1.4715,1.3265,-1.1241,-1.1619,-0.0471,-0.0322,24.0487,23.984,24.106,0.6204,1.0,1.0,1.0,1.0,0.3855,0.0407,-0.0647,0.0,0.0
S00001fLa,46.7263,46.9974,-6.8825,-6.8784,0.8005,0.7841,-0.2144,-0.2096,21.5193,21.6717,19.978,0.3995,1.0,1.0,1.0,1.0,0.2691,0.017,0.1524,0.0,0.0
S00002ixa,260.9382,260.883,-33.5199,-33.6473,-0.2835,-0.3058,-1.0654,-1.0538,21.1033,21.4549,20.73,0.617,1.0,1.0,1.0,1.0,0.1355,0.0251,0.3516,0.0,0.0
S00002Nca,266.6712,266.7686,-24.3971,-24.3753,0.7775,0.7578,0.2023,0.2074,21.9675,22.1451,20.972,0.4119,1.0,1.0,0.98,0.98,0.0913,0.0203,0.1776,0.0,0.0
S00002Via,5.6413,5.5183,-33.7308,-33.9352,-0.5415,-0.5752,-0.3414,-0.325,21.4883,21.552,21.028,0.7097,1.0,1.0,1.0,1.0,0.2285,0.0375,0.0637,0.0,0.0
S0000aCUa,278.5155,278.5408,-0.517,-0.6878,0.1731,0.1416,-1.5446,-1.5362,22.8021,23.2622,22.629,0.4001,1.0,1.0,0.99,0.99,0.1726,0.0326,0.4601,0.0,0.0
S0000hmia,314.5927,314.5098,-15.3899,-15.4085,-0.3448,-0.3698,0.0143,0.0253,22.9933,23.0283,23.238,0.5647,1.0,1.0,1.0,1.0,0.0821,0.0273,0.035,0.0,0.0
S0000fOba,15.5596,15.7237,-13.0643,-13.4958,-0.067,-0.1316,-1.5351,-1.5242,21.6642,22.1126,23.122,0.1677,1.0,1.0,0.98,0.99,0.4601,0.0655,0.4484,0.0,0.01
S0000mN4a,45.7644,44.8137,-10.7421,-11.6456,-3.7252,-3.8741,-1.6261,-1.5644,21.5476,23.2502,23.576,0.5612,0.0,0.0,1.0,1.0,1.2995,0.1612,1.7025,0.0,0.0
S00000Eda,306.4036,306.3348,1.6542,1.6104,-0.5416,-0.5493,-0.1688,-0.1671,22.5853,22.737,19.16,0.9197,1.0,1.0,1.0,1.0,0.0816,0.0079,0.1518,0.0,0.0
S00005maa,333.6832,333.5836,3.2499,3.1802,-0.458,-0.469,-0.1133,-0.1102,24.0059,24.1301,21.78,0.4709,1.0,1.0,1.0,1.0,0.1215,0.0114,0.1243,0.0,0.0
S0000amca,338.1219,338.0561,-13.8018,-13.8483,-0.4699,-0.4813,-0.1234,-0.1191,24.3298,24.2823,22.598,0.6556,1.0,1.0,1.0,1.0,0.079,0.0122,-0.0474,0.0,0.0
S0000fiIa,16.8469,17.1883,-37.819,-38.4391,-0.2346,-0.2758,-1.6597,-1.6606,23.1611,23.5974,23.082,0.6781,1.0,1.0,0.98,0.98,0.6761,0.0413,0.4363,0.0,0.0
S0000Gfaa,327.0976,326.932,2.9254,2.8834,-0.6494,-0.6722,0.0588,0.0656,23.5925,23.5807,24.342,0.518,1.0,1.0,1.0,1.0,0.1706,0.0238,-0.0118,0.0,0.0
S0000TJUa,38.5018,40.0421,-3.3434,-2.9141,4.7495,4.5156,-0.2812,-0.1849,21.3969,23.0225,24.686,0.6413,0.0,0.0,1.0,1.0,1.5965,0.253,1.6257,0.0,0.0
S00011wka,296.7939,296.6959,-31.054,-31.1423,-0.432,-0.4502,-0.3565,-0.3172,23.4996,23.4075,24.848,0.9034,1.0,1.0,1.0,1.0,0.1219,0.0433,-0.0921,0.0,0.0
S0000frAa,302.8621,302.9735,-29.0138,-29.1732,0.3462,0.298,-0.8512,-0.8099,21.2821,21.5563,23.093,0.27,1.0,1.0,0.98,0.97,0.1868,0.0635,0.2742,0.0,-0.01
S00005Tka,269.1309,269.265,-49.9369,-49.8876,3.8821,3.7798,1.9595,1.9614,20.1179,21.3971,21.898,0.6036,0.0,0.0,1.0,1.0,0.0994,0.1023,1.2792,0.0,0.0
S000064Ta,307.5772,307.5121,0.333,0.2965,-0.4942,-0.5082,-0.1273,-0.1243,23.7939,23.8637,21.936,0.4819,1.0,1.0,1.0,1.0,0.0746,0.0143,0.0699,0.0,0.0
S0000aqha,345.1549,344.9461,2.2905,2.0969,-1.0413,-1.0528,-0.3847,-0.3777,23.9511,24.1278,22.605,0.8701,1.0,1.0,1.0,1.0,0.2847,0.0134,0.1767,0.0,0.0
S0000aS2a,264.2744,264.414,-54.9083,-54.9143,1.2521,1.2065,-0.0349,-0.0214,22.6537,22.7448,22.658,0.4331,1.0,1.0,1.0,1.0,0.0805,0.0475,0.0911,0.0,0.0
S0000bQ6a,277.2035,277.2648,-31.6334,-31.6856,0.5046,0.4762,-0.5224,-0.5135,22.966,23.2253,22.764,0.5216,1.0,1.0,0.92,0.92,0.0738,0.0297,0.2593,0.0,0.0
S0000cEZa,271.5491,271.6486,-5.7225,-5.7169,0.9451,0.9184,0.0388,0.0393,23.6233,23.9766,22.847,0.5845,1.0,1.0,1.0,1.0,0.0992,0.0268,0.3534,0.0,0.0
S0000htla,26.8217,27.8728,-13.6819,-14.1236,2.4533,2.4164,-2.3124,-2.2959,20.9669,22.255,23.246,0.4582,0.0,0.0,1.0,1.0,1.1127,0.0404,1.2881,0.0,0.0
S00001wQa,46.3515,46.6238,-2.2656,-2.3404,0.7133,0.6871,-0.4222,-0.4161,21.0746,21.2414,20.224,0.123,1.0,1.0,0.99,0.99,0.2822,0.0269,0.1668,0.0,0.0
S0000ocwa,9.3566,9.1959,-14.3317,-14.3531,-0.5108,-0.5459,0.1473,0.1634,23.2047,23.3267,23.651,0.6047,1.0,1.0,1.0,1.0,0.1572,0.0386,0.122,0.0,0.0
S0000sjLa,306.6497,306.5319,-8.8274,-8.7927,-0.6695,-0.6973,0.399,0.4068,23.9438,24.1344,23.846,0.5527,1.0,1.0,1.0,1.0,0.1215,0.0289,0.1906,0.0,0.0
S00000VBa,265.7416,265.7781,-50.5244,-50.511,1.0024,0.9737,0.5392,0.5401,20.5411,20.8154,19.606,0.4353,1.0,1.0,1.0,1.0,0.0268,0.0288,0.2744,0.0,0.0
S00001Rha,298.1095,297.778,-15.821,-15.9341,-1.6293,-1.6718,-0.2614,-0.253,19.8953,20.5146,20.466,0.8325,1.0,1.0,1.0,1.0,0.3384,0.0433,0.6193,0.0,0.0
S00005KAa,309.6659,309.5673,-13.4713,-13.5276,-0.5268,-0.5419,-0.1561,-0.1496,22.8172,22.9683,21.868,0.4209,1.0,1.0,1.0,1.0,0.1111,0.0164,0.1511,0.0,0.0
S00006tTa,320.717,320.5655,-4.2796,-4.4898,-1.2477,-1.2652,-0.9307,-0.8996,20.5366,21.1855,22.016,0.899,1.0,1.0,1.0,1.0,0.2589,0.0357,0.6489,0.0,0.0
S000049ma,37.8735,37.9516,-2.3287,-2.3411,0.218,0.1663,-0.1067,-0.0915,20.9139,20.9064,21.463,0.2055,0.0006,0.0006,0.4,0.48,0.0791,0.0538,-0.0076,0.0,0.08
S00001jZa,198.7066,199.5441,-25.0002,-25.3456,0.8736,0.8633,-0.0236,-0.0191,22.8635,23.4587,20.044,0.392,1.0,1.0,1.0,0.95,0.8339,0.0112,0.5952,0.0,-0.05
S00001ffa,339.8651,339.8102,-12.6987,-12.7193,-0.3501,-0.3601,0.0047,0.0079,22.4952,22.4995,19.97,0.3277,1.0,1.0,1.0,1.0,0.0573,0.0105,0.0043,0.0,0.0
S0000QsYa,320.0772,319.9639,-4.7224,-4.8394,-0.8457,-0.8772,-0.4629,-0.454,24.0143,24.3561,24.611,0.3715,1.0,1.0,1.0,1.0,0.1627,0.0327,0.3418,0.0,0.0
S0000Hvxa,289.0299,289.1243,-11.0436,-11.0294,0.93,0.8785,0.0114,0.0196,23.2429,23.5728,24.378,0.4626,1.0,1.0,1.0,1.0,0.0937,0.0522,0.3298,0.0,0.0
S0000qSna,327.9365,327.816,-11.5414,-11.5458,-0.6937,-0.7174,0.2212,0.2288,24.0691,24.2614,23.781,0.7248,1.0,1.0,1.0,1.0,0.1182,0.0249,0.1922,0.0,0.0
S0000p80a,272.6348,272.8703,-19.228,-19.3277,2.1256,2.0573,-0.9733,-0.958,22.2262,22.9671,23.697,0.4825,0.0,0.0,1.0,1.0,0.2437,0.07,0.7409,0.0,0.0
S0000iDga,266.904,266.8418,-18.7809,-18.7849,-0.4764,-0.498,-0.0473,-0.0422,23.8954,24.0535,23.326,0.5628,1.0,1.0,1.0,1.0,0.059,0.0221,0.158,0.0,0.0
S0000hh8a,325.8591,325.7783,-5.2711,-5.3485,-0.6067,-0.6236,-0.2836,-0.2781,24.1431,24.1778,23.232,0.418,1.0,1.0,1.0,1.0,0.1117,0.0178,0.0346,0.0,0.0
S0000bEXa,301.7318,301.6134,-27.2357,-27.1742,-0.4139,-0.4248,0.386,0.394,24.1049,24.3188,22.745,0.3408,1.0,1.0,1.0,1.0,0.1219,0.0135,0.2139,0.0,0.0
S00006o2a,263.1851,263.219,-15.6472,-15.7041,0.5696,0.5482,-0.8519,-0.8477,23.2921,23.3956,21.998,0.6447,1.0,1.0,0.89,0.92,0.0656,0.0218,0.1034,0.0,0.03
S00006l9a,0.916,0.8032,-5.5246,-5.6023,-0.4172,-0.4335,-0.0873,-0.0799,23.6146,23.6805,21.989,0.513,1.0,1.0,1.0,1.0,0.1366,0.0179,0.066,0.0,0.0
S00004RSa,248.462,248.523,-27.2854,-27.2946,0.8092,0.7955,-0.0184,-0.0155,23.6445,23.7517,21.661,0.3972,1.0,1.0,0.99,1.0,0.055,0.014,0.1072,0.0,0.01
S00004lxa,316.9685,316.8641,-8.9053,-8.9084,-0.613,-0.6242,0.1667,0.17,23.8344,23.9985,21.52,0.7308,1.0,1.0,1.0,1.0,0.1032,0.0117,0.1641,0.0,0.0
S00003hka,305.6032,305.5124,-34.3079,-34.2962,-0.3286,-0.3372,0.135,0.1425,23.4425,23.4783,21.171,0.4513,1.0,1.0,1.0,1.0,0.076,0.0114,0.0358,0.0,0.0
S000035Ia,352.449,352.3704,-0.9736,-1.0091,-0.3309,-0.3436,-0.0093,-0.0044,23.373,23.4096,21.098,0.5115,1.0,1.0,1.0,1.0,0.0863,0.0136,0.0366,0.0,0.0
S00001Vga,359.3575,359.216,0.4991,0.4673,-0.441,-0.4648,0.0807,0.0897,21.0561,21.1549,20.509,0.4125,1.0,1.0,1.0,1.0,0.145,0.0254,0.0988,0.0,0.0
S00004Bfa,301.2526,301.1607,-17.6093,-17.6842,-0.4901,-0.5033,-0.2803,-0.2731,22.6254,22.8005,21.591,0.4094,1.0,1.0,1.0,1.0,0.1152,0.0152,0.1751,0.0,0.0
